species_strain	species	num_gene	num_strain_sample	sum_strain_depth	species_gene_frac	log_selected_gene_depth_ratio_std	num_geno_positions
100022_23	100022	4033	9	65.95702281610708	0.9988913525498893	0.1987316328931305	6979
100022_25	100022	4059	5	33.67368228852423	0.9955654101995566	0.2138192091021436	7711
100022_26	100022	3524	8	102.89415698540172	0.9988913525498893	0.1888683755900954	8394
100022_299	100022	4135	3	3.509947730888944	0.967849223946785	0.2191399379202014	6932
100022_30	100022	4560	6	87.66052042614068	1.0	0.2155291113475207	7749
100022_31	100022	4819	12	95.66602156718452	0.9988913525498893	0.2116292002546642	4621
100022_32	100022	3840	11	39.6383086515046	0.9988913525498893	0.1916697684562837	7323
100022_36	100022	3914	21	122.67339203645628	0.9988913525498893	0.1931488523908166	6239
100022_38	100022	4311	10	31.71094253989961	0.9977827050997784	0.2051123823981235	5364
100022_39	100022	3903	9	51.09902962366851	0.9977827050997784	0.1973382415304781	7042
100022_4	100022	3209	13	175.12833765504254	1.0	0.1889099327342097	3604
100022_40	100022	3503	6	113.85579947936758	0.9988913525498893	0.1860966763355217	7189
