species_strain	species	num_gene	num_strain_sample	sum_strain_depth	species_gene_frac	log_selected_gene_depth_ratio_std	num_geno_positions
100205_7	100205	3160	23	26.568195292265862	0.99009900990099	0.1791511047668184	1027
100205_8	100205	3190	16	34.33156555587395	0.9930693069306932	0.178865561307339	1031
100205_91	100205	2807	1	3.667963812404507	0.9564356435643564	0.1928718959817353	2139
100208_12	100208	2114	10	10.848461148328314	0.9519038076152304	0.1705670637108452	25714
100208_17	100208	2415	7	19.65239571906621	0.9789579158316634	0.1735853366554276	25990
100208_18	100208	2185	6	12.690007114115376	0.9719438877755512	0.1681016426726593	18031
100208_2	100208	2336	9	59.832889606178426	0.997995991983968	0.1623314169638044	25745
100208_22	100208	2304	12	26.242162663905432	0.9749498997995992	0.202103776585402	25417
100208_27	100208	2196	7	17.563606197283114	0.9779559118236472	0.2387496798774879	25713
100208_3	100208	2249	11	17.969197632559133	0.9819639278557114	0.1780712093146686	25880
100208_32	100208	2307	12	35.90456597377275	0.9909819639278558	0.1752365839913982	5400
100208_49	100208	2181	13	30.9123287744844	0.9889779559118236	0.1839381129174863	7738
100208_5	100208	2305	12	29.26521694064318	0.9909819639278558	0.1714855388511308	25637
100208_51	100208	2292	17	31.93198946362545	0.9859719438877756	0.1724930120513831	2998
100208_6	100208	2425	15	77.64685184418438	0.995991983967936	0.1688239739095508	23903
100208_8	100208	2316	15	38.73926941825795	0.9939879759519038	0.1693085169630161	22824
100209_0	100209	2657	8	23.340996292030937	0.9851190476190476	0.1625144953191422	43714
100209_1	100209	3608	23	34.350015346855294	0.9836309523809524	0.1919413546585241	43183
100209_10	100209	3022	10	46.617531294576885	0.9925595238095238	0.1709240665188101	43970
100209_11	100209	2881	13	23.67446860060581	0.9784226190476192	0.1775156056758759	44291
100209_12	100209	2829	8	76.74750012859703	0.9985119047619048	0.1625745039805907	44198
100209_13	100209	2667	10	37.823653066621134	0.9925595238095238	0.1579307805136052	44007
100209_14	100209	2776	30	28.99426284705011	0.9709821428571428	0.1763607695502441	44366
100209_17	100209	3040	17	43.9942177649465	0.9895833333333334	0.1876819929505197	45310
100209_2	100209	2671	37	122.911922931949	0.9970238095238096	0.154612485678909	45132
100209_25	100209	2693	15	12.01428694206156	0.9605654761904762	0.1764291104577111	4678
100209_27	100209	2677	11	22.694076386972423	0.9836309523809524	0.185902392129351	41979
100209_29	100209	2689	9	11.496073413076482	0.9553571428571428	0.1897291902723962	44712
100209_3	100209	2968	11	27.571795200349275	0.9858630952380952	0.1948352989859994	45312
100209_31	100209	2659	13	14.449532355664871	0.9561011904761904	0.2131794891655477	44945
100209_32	100209	2940	15	14.15597088748651	0.9605654761904762	0.2320795686124692	44078
100209_42	100209	2616	3	6.888281509762587	0.9501488095238096	0.1762998773231666	37746
100209_49	100209	2937	9	10.004400952236194	0.9561011904761904	0.1979411095982016	37559
100209_6	100209	2940	21	54.765618898354646	0.9910714285714286	0.2274023804568702	12933
100209_63	100209	3254	12	29.75216816555255	0.9888392857142856	0.2061956567752425	44537
100209_68	100209	2704	5	13.634269291427874	0.9732142857142856	0.1651126859483828	43809
100209_7	100209	2757	13	20.37393303363316	0.9791666666666666	0.1699177359517628	42820
100209_77	100209	2550	1	4.603675110589168	0.9508928571428572	0.1867396769984013	44937
100209_8	100209	2507	6	15.634258302162738	0.9776785714285714	0.1723766059765027	12223
100209_80	100209	2887	10	13.229136936565231	0.9575892857142856	0.1817346148234129	33489
100209_9	100209	2839	15	68.68622808654251	0.9933035714285714	0.1632921898606779	42810
100212_0	100212	2673	24	19.73038055867143	0.9710716633793556	0.2025555575269368	24635
100212_12	100212	2796	15	12.695116647686032	0.9638395792241946	0.2026535626058997	23712
100212_2	100212	2862	22	29.260497246741423	0.9763313609467456	0.1999693685088422	25156
100212_25	100212	2853	18	20.784344918417315	0.9717291255752796	0.1991247533098633	23776
100212_3	100212	2642	4	7.887821331073103	0.9539776462853384	0.1980950123350293	2460
100212_38	100212	2893	2	6.657607739601929	0.9546351084812624	0.2023125234476865	3780
100212_4	100212	2649	21	37.46213812179773	0.9763313609467456	0.1994554337646706	14839
100212_5	100212	2767	12	19.546740889124468	0.977646285338593	0.2001983286229339	8764
100212_8	100212	2554	6	7.877967982259598	0.9631821170282708	0.1950085576356642	7044
100214_1	100214	1987	7	27.42412009068624	0.9975932611311672	0.1549875404060384	49948
100214_11	100214	1894	4	5.437222625675272	0.980746089049338	0.1646160609817532	47435
100214_15	100214	2013	10	29.516294442914287	0.9975932611311672	0.1563097503230074	8236
100214_18	100214	2012	3	16.80563085328288	0.9939831528279182	0.1570975357848416	47496
100214_2	100214	1922	14	28.56159115655404	0.9963898916967509	0.1527153322143524	29024
100214_21	100214	1900	3	4.372588649852261	0.967509025270758	0.1990232830393717	30311
100214_22	100214	2006	13	23.382456779391703	0.9951865222623344	0.159279224458166	4483
100214_32	100214	1956	9	6.434121983338395	0.9771359807460892	0.173474544461269	25117
100214_4	100214	1974	4	42.28265788888729	0.9975932611311672	0.1605450721262764	8869
100214_6	100214	1818	2	458.20287958839816	0.980746089049338	0.1435230137181721	6611
100215_0	100215	2346	12	364.1441597982384	0.983638113570741	0.1542236292921356	85161
100215_4	100215	2406	24	395.4665221538573	0.9990375360923964	0.1480329782063646	86417
100217_0	100217	3542	8	82.65309346705241	0.9964336661911556	0.1930346055069316	6087
100217_101	100217	3279	7	13.86559403659312	0.9728958630527818	0.2085063767922745	6291
100217_119	100217	3093	3	8.765711536496887	0.9643366619115548	0.1863278135317745	5920
100217_128	100217	3565	3	18.435064300797084	0.9907275320970044	0.2091209297304949	6352
100217_132	100217	3356	6	12.32136276404468	0.9807417974322395	0.193337331948621	731
100217_14	100217	3195	4	38.32189412207822	0.9942938659058488	0.1824435886756895	1746
100217_15	100217	3304	12	83.08460271678845	0.9971469329529244	0.1870702287885886	5924
100217_16	100217	3196	6	44.454103296015056	0.992154065620542	0.1863516509799651	1900
100217_17	100217	3702	20	168.8587895195131	0.9978601997146932	0.1913352359854056	6264
100217_24	100217	3444	13	50.55523668887548	0.9950071326676176	0.1940024372896009	820
100217_25	100217	3359	13	45.50409573563921	0.992867332382311	0.1941983942323659	5292
100217_26	100217	3249	8	39.10818235611136	0.9914407988587732	0.1820860634681279	708
100217_28	100217	3384	3	6.206320122870825	0.957203994293866	0.2255244494939557	5979
100217_29	100217	3325	8	37.51420539727925	0.9885877318116976	0.1842309073846873	3277
100217_3	100217	3383	3	28.979758249465974	0.9950071326676176	0.1867272472134972	876
100217_38	100217	3235	3	42.19749436199766	0.9950071326676176	0.1834693945237993	6185
100217_41	100217	3680	2	13.257641772359197	0.9828815977175464	0.2109301192886236	6200
100217_43	100217	3458	2	13.26460329706518	0.985734664764622	0.1961311076295314	6347
100217_45	100217	3222	3	10.0799941113795	0.9686162624821684	0.1917824771748878	6202
100217_46	100217	3192	13	85.04647668588008	0.9950071326676176	0.1879387537418797	723
100217_47	100217	3169	2	39.90148142120884	0.99358059914408	0.1835031349545375	6011
100217_51	100217	3149	15	16.956950198908643	0.970042796005706	0.1957570846252436	6161
100217_52	100217	3347	3	35.98198519397729	0.9957203994293866	0.1875051989682834	4724
100217_53	100217	3284	4	7.876127538593928	0.9621968616262482	0.1949116150342624	1426
100217_56	100217	3184	2	12.898589854733435	0.9835948644793152	0.1899220558873519	6081
100217_6	100217	3264	15	15.164485057186434	0.9600570613409416	0.2149725325808553	2466
100217_60	100217	3266	2	10.624933797270604	0.9771754636233952	0.1881199694532276	6369
100217_61	100217	3283	7	12.13061370653458	0.9721825962910128	0.2076264425934326	5095
100217_62	100217	3402	8	19.926257636790613	0.9893009985734664	0.1877144843226405	690
100217_66	100217	3129	4	9.796900507772747	0.9835948644793152	0.1950626462822259	5644
100217_69	100217	3283	2	13.986998198865034	0.9807417974322395	0.1895960939602364	1321
100217_78	100217	3258	4	25.048433254923424	0.985734664764622	0.1848524930849889	4852
100217_8	100217	3684	13	124.33517517285836	0.9992867332382313	0.1936474119868096	757
100217_80	100217	3209	1	8.592768271585637	0.9814550641940084	0.195235576886937	923
100217_89	100217	3180	2	12.863038705891404	0.9878744650499288	0.1871268316736642	834
100217_9	100217	3393	10	58.72189110207536	0.992154065620542	0.1963806203013704	2462
100217_91	100217	3072	1	7.348211754739351	0.9728958630527818	0.1912639884266791	887
100217_92	100217	3131	8	11.65025267603146	0.9586305278174037	0.2179878273988666	3217
100231_0	100231	2738	5	26.23418168081061	0.980191256830601	0.1786573092616457	18514
100231_1	100231	2644	13	42.89739195181748	0.9836065573770492	0.1751592300348533	18593
100231_15	100231	2705	6	15.036150793099685	0.9603825136612022	0.1808052094370027	18892
100231_24	100231	2887	12	78.94709204651903	0.996584699453552	0.1722575804986663	1222
100231_3	100231	2732	13	42.88856004366127	0.9849726775956285	0.1793299708312209	6491
100231_33	100231	2756	20	76.29623548752599	0.9979508196721312	0.1739151461302831	18735
100231_4	100231	2849	21	34.87916671061752	0.9726775956284152	0.1840710778247522	18724
100231_47	100231	2629	6	24.442345513755512	0.9815573770491804	0.1741956309476323	10682
100231_6	100231	2740	8	179.247705774601	0.9986338797814208	0.1724581658580296	9248
100233_0	100233	2971	10	17.286818443371867	0.9901283316880553	0.183476725442742	39231
100233_1	100233	3081	11	28.34259604272393	0.9723593287265548	0.1807380431806989	38611
100233_10	100233	2966	7	12.558009376104444	0.979269496544916	0.1865533434751724	23389
100233_11	100233	2982	7	11.537749098083626	0.9733464955577492	0.1892025357953524	39076
100233_12	100233	2925	2	6.810721333750839	0.9851924975320828	0.1839742798663209	38348
100233_13	100233	3035	10	13.75516917082579	0.9891411648568608	0.1837261660888975	38752
100233_14	100233	3048	8	13.817198714026029	0.9911154985192496	0.1827849923310864	6844
100233_17	100233	2949	9	24.260379036682192	0.9901283316880553	0.1832844319773148	39060
100233_18	100233	2941	9	8.926235866215592	0.9782823297137216	0.1817496453889132	38790
100233_21	100233	3065	13	7.432011864063905	0.966436327739388	0.2000672949328719	39199
100233_22	100233	2856	6	5.0184403096569445	0.9595261599210266	0.1924785720984838	38750
100233_26	100233	2889	8	6.204960290712448	0.9575518262586376	0.1898578500998334	37530
100233_27	100233	2970	6	7.980481935787065	0.9733464955577492	0.1891499007827344	23168
100233_3	100233	2884	10	37.62557078033953	0.9842053307008884	0.1753309505579759	11791
100233_30	100233	2999	16	7.873627265849288	0.9733464955577492	0.1890226766984551	36888
100233_33	100233	2823	7	5.99905673726172	0.9536031589338598	0.1931880886504923	38676
100233_4	100233	2925	21	26.713512324554788	0.9940769990128332	0.1845722169343349	5889
100233_46	100233	2907	9	5.804490755657592	0.96248766041461	0.1905805200741301	2909
100233_47	100233	3068	4	10.13035028814166	0.987166831194472	0.195976109713023	38297
100233_5	100233	3096	11	22.401554424563013	0.9921026653504442	0.1809955681472139	6928
100233_7	100233	2876	10	19.0730254148087	0.9743336623889436	0.1790921244894933	35164
100233_8	100233	3135	9	8.943711996465844	0.987166831194472	0.1857711151773537	10874
100236_0	100236	3781	11	1086.6106920483091	0.9907325684024714	0.1619686882271349	79562
100236_12	100236	3833	18	94.621817647733	0.966902030008826	0.1637634825350238	78612
100236_16	100236	3750	5	29.06715094427743	0.9651368049426302	0.1563107837278469	74779
100236_27	100236	3603	1	32.16706665205323	0.9660194174757282	0.1649968741405634	77046
100236_30	100236	3547	6	42.40452335551673	0.9527802294792586	0.1582033436606806	75642
100236_6	100236	3737	19	195.5238688094535	0.9836716681376876	0.160457393657373	75075
100240_0	100240	2250	12	39.63887598889221	0.9992892679459844	0.1207735171215379	28905
100242_0	100242	3199	13	64.6369731630416	0.9914004914004914	0.1692150270088399	8297
100242_1	100242	2991	18	37.4192763740841	0.9791154791154792	0.1639707943352713	9545
100242_11	100242	2855	22	17.046520874916865	0.9508599508599508	0.1790095889132572	4467
100242_17	100242	2918	18	18.32624919696209	0.9625307125307124	0.1715706927932049	9480
100242_21	100242	2901	4	8.940420534380431	0.968058968058968	0.1733348363258805	4637
100242_25	100242	2888	10	20.92609355721312	0.9735872235872236	0.1642092094465541	9458
100242_28	100242	2977	5	6.78336111236198	0.9588452088452089	0.180286496950611	9003
100242_29	100242	3022	6	13.87984242446573	0.9662162162162162	0.1739278446619118	1682
100242_32	100242	2906	13	14.857925548491798	0.9643734643734644	0.166808298677397	5583
100242_37	100242	2927	7	13.27205093287952	0.9668304668304668	0.1671053446971112	4718
100242_4	100242	2974	11	48.80176720598925	0.9877149877149876	0.1608077429309103	1014
100242_6	100242	3051	10	123.66363226578378	0.9957002457002456	0.1595412736432878	1094
100242_67	100242	2856	3	7.644277441031284	0.9508599508599508	0.1755451343521439	6205
100242_7	100242	3204	12	51.0633127507608	0.9901719901719902	0.1660817109847324	5427
100242_9	100242	2837	17	16.517042040334367	0.96007371007371	0.1740831509407054	895
100243_0	100243	4111	22	227.8987834511848	0.9871148459383754	0.2367143881292936	3820
100243_1	100243	3572	12	499.9303266785054	0.984313725490196	0.2297127333554617	3942
100243_10	100243	5985	24	88.75960043816701	0.9876750700280112	0.2192602750377043	3969
100243_12	100243	4234	12	310.2401876311118	0.9949579831932772	0.2288503500471858	3833
100243_122	100243	4252	6	92.34750474243197	0.992156862745098	0.227379871322661	3783
100243_16	100243	4094	18	299.6935248161723	0.992156862745098	0.2324085014564447	3790
100243_30	100243	6845	25	165.81239805874625	0.9893557422969188	0.2193142119672983	3878
100243_5	100243	5145	15	353.52101528756845	0.9904761904761904	0.2300778545003339	3888
100243_57	100243	5680	12	207.73079755434983	0.9915966386554622	0.2204353581407804	3895
100243_58	100243	3994	11	140.08927776833252	0.9949579831932772	0.232398946940589	3788
100243_6	100243	5310	50	697.6022586372094	0.9943977591036416	0.2231746083316066	3725
100243_61	100243	4420	13	74.54121462817419	0.988795518207283	0.2372766144640751	3791
100243_7	100243	6554	30	128.45100204721493	0.988795518207283	0.220037136592487	3704
100243_70	100243	6259	23	128.47742927823705	0.9904761904761904	0.222563597311043	3736
100243_82	100243	6834	21	28.9011051527507	0.973109243697479	0.238112069620654	3762
100244_1	100244	2110	15	55.24331198422233	0.996309963099631	0.162941838951376	16385
100244_22	100244	1998	7	8.113304069902538	0.9520295202952028	0.1990187530091366	17681
100244_5	100244	2135	11	16.412429407694106	0.98769987699877	0.1784921365114602	17593
100244_7	100244	2154	12	35.53378675393467	0.98769987699877	0.1813387450607868	10644
100247_0	100247	1895	19	10.428811819326445	0.9937655860349128	0.1762389571487241	134154
100247_2	100247	1928	12	37.58141886703321	1.0	0.1634854757541856	11739
100249_1	100249	2406	20	19.876072871847818	0.9667318982387476	0.1783136347489607	10722
100249_13	100249	2341	15	25.36107646620708	0.974559686888454	0.1718316341152822	9149
100249_24	100249	2379	6	9.757098087933846	0.9540117416829744	0.1797462434577012	10514
100249_3	100249	2550	7	17.19867056958729	0.9823874755381604	0.1809477457589524	3638
100249_4	100249	2250	18	19.27578720815551	0.9628180039138944	0.1743365849236035	10422
100249_44	100249	2460	8	10.143273559639171	0.958904109589041	0.1894520747349113	2362
100249_5	100249	2376	23	59.6257845561036	0.9902152641878668	0.171387263028522	2414
100250_0	100250	2883	43	44.988225104797166	0.9976851851851852	0.161535452437721	44905
100250_1	100250	2670	10	9.06230338629352	0.976851851851852	0.1791258477305953	45630
100250_10	100250	2959	21	43.15342136259024	0.9969135802469136	0.1641076232462131	46511
100250_14	100250	2737	12	11.562012821560092	0.9814814814814816	0.1664660440159101	46749
100250_16	100250	2714	2	4.6664575539447375	0.9714506172839508	0.1733801154441264	47098
100250_19	100250	2732	3	6.054052172673077	0.9814814814814816	0.1692992610140549	3440
100250_2	100250	2804	9	27.068519810852308	0.9969135802469136	0.1563746888226455	46283
100250_24	100250	2625	4	4.5719210833417065	0.9567901234567902	0.1739685569746255	42129
100250_26	100250	2768	3	8.336077110585183	0.9907407407407408	0.1667509991445336	32918
100250_3	100250	2929	8	24.52496060665387	0.996141975308642	0.1597700046034774	4374
100250_31	100250	2788	8	11.698697358910191	0.988425925925926	0.164709227481981	30516
100250_4	100250	2909	22	81.91643648032017	0.9976851851851852	0.1555636983887543	41884
100250_9	100250	2809	3	10.87911198924401	0.9915123456790124	0.1594034703709509	16463
100251_1	100251	4494	14	22.08535729365413	0.9627539503386005	0.2319368505355287	2181
100251_11	100251	3781	4	8.719894371561901	0.9582392776523702	0.2102902562027933	1756
100251_13	100251	4600	8	31.88204776835635	0.9909706546275396	0.1964596069336413	2255
100251_14	100251	4213	7	28.09824541897448	0.9875846501128668	0.2235856702780151	2357
100251_15	100251	3615	7	11.09757899067607	0.95372460496614	0.2027863672793345	572
100251_176	100251	3406	2	8.236759059775629	0.9672686230248309	0.2049794652869926	2239
100251_19	100251	3952	19	23.417606171052714	0.9706546275395034	0.2066736951534521	2206
100251_2	100251	4097	12	17.98608220623652	0.9604966139954854	0.2295325112326864	309
100251_23	100251	3564	12	17.460587728363816	0.9548532731376976	0.2078623596728573	1458
100251_24	100251	4179	6	11.433886887582524	0.9571106094808126	0.216200042583754	2255
100251_242	100251	4188	10	13.970639017517271	0.9683972911963884	0.1972583746419332	2161
100251_25	100251	3675	2	25.13627906771245	0.9943566591422122	0.1863993983451547	437
100251_28	100251	3478	5	27.860671371140107	0.9875846501128668	0.1888834723847924	297
100251_29	100251	3237	17	36.13781164864062	0.9830699774266366	0.1900293233507446	2233
100251_32	100251	3957	4	9.01490996434366	0.9525959367945824	0.2017397168292507	2151
100251_33	100251	4966	3	6.4687817546026265	0.9593679458239278	0.2240502365117252	2194
100251_34	100251	5042	4	32.959534032364054	0.9875846501128668	0.2207460771289137	2244
100251_36	100251	4060	17	32.8411857428663	0.9762979683972912	0.2088105993097287	2142
100251_4	100251	3721	14	261.0198727370684	0.9954853273137696	0.1856803100246638	2240
100251_43	100251	3569	15	21.169763350448235	0.9729119638826184	0.2015712356534229	2238
100251_45	100251	3701	4	17.626126458545897	0.9785553047404064	0.207306227687555	2234
100251_5	100251	3905	7	25.240483717228948	0.984198645598194	0.1972785263080852	1211
100251_50	100251	4461	14	36.59899319278532	0.9853273137697516	0.2294150335598593	629
100251_63	100251	3970	11	28.011203361919897	0.9762979683972912	0.2301207284397358	306
100251_8	100251	3555	2	73.7642220495672	0.9909706546275396	0.1873511522073555	387
100251_9	100251	3431	16	97.87580602018453	0.9909706546275396	0.1858337782478632	369
100253_0	100253	2174	18	9.080825349280325	0.9549132947976878	0.2137449815036766	19613
100253_1	100253	2308	19	14.809904963189958	0.9826589595375722	0.2388815716333546	19720
100253_23	100253	2215	7	11.403668019861676	0.9757225433526012	0.1807742951860368	6425
100254_0	100254	3498	20	52.15413571522501	0.9870875179340028	0.1716800643091983	9977
100254_1	100254	3552	48	112.61487122662656	0.9870875179340028	0.1649253161052786	9586
100254_10	100254	3699	24	56.77964747060338	0.9827833572453372	0.1779552925044842	9577
100254_11	100254	3499	2	9.165976917638648	0.95480631276901	0.1738871101325686	9380
100254_13	100254	3708	4	23.462560871682008	0.9820659971305596	0.1730270343019511	9782
100254_14	100254	3704	10	52.70068348211318	0.9878048780487804	0.1689452646799431	10159
100254_15	100254	3717	18	90.45860954016683	0.9892395982783356	0.1775341145489701	10089
100254_16	100254	3611	19	39.1931069891015	0.9734576757532282	0.1772259203744143	10323
100254_18	100254	3472	12	25.84250965137642	0.9562410329985652	0.1833842456481706	9278
100254_2	100254	3757	23	64.97096142670651	0.9734576757532282	0.1752733855448857	10104
100254_21	100254	3884	6	25.24813289392987	0.9741750358680056	0.1739840671616131	10022
100254_26	100254	3619	13	29.323462612200288	0.9648493543758968	0.1762049767645322	9930
100254_27	100254	3666	11	28.627011632573343	0.966284074605452	0.2033526854236038	10046
100254_28	100254	3386	16	44.79255987458629	0.9856527977044476	0.1706578561468223	9994
100254_29	100254	3425	5	26.71037852483782	0.9835007173601148	0.17010868782058	9821
100254_30	100254	3747	23	67.48702214877733	0.977761836441894	0.1749480487957028	9990
100254_31	100254	3803	10	21.36617350859493	0.960545193687231	0.1995532723860482	9923
100254_32	100254	4086	16	48.14320901193487	0.9784791965566716	0.1842048166220239	9399
100254_34	100254	3635	12	30.024177546923674	0.9727403156384504	0.1791750431254321	9889
100254_35	100254	3713	10	47.97116707278321	0.9842180774748924	0.1858082620207788	9693
100254_37	100254	3546	12	46.02555870889207	0.9799139167862266	0.168276428187255	9996
100254_38	100254	3378	2	15.561502947894605	0.9684361549497849	0.1863502357393979	9943
100254_4	100254	3521	12	66.72563895336154	0.9899569583931134	0.1696210958774905	2989
100254_40	100254	3898	7	34.254578208271184	0.98493543758967	0.1912200866245245	9581
100254_46	100254	3599	5	32.25494611020391	0.9856527977044476	0.1776724617601911	9927
100254_47	100254	3590	11	40.83445613788251	0.9842180774748924	0.1803593042033825	9561
100254_55	100254	3512	3	20.96208461759443	0.9806312769010044	0.175877213260449	3852
100254_56	100254	3585	9	32.24357820684213	0.9799139167862266	0.1717343090479411	10038
100254_6	100254	3619	12	44.211308335230015	0.9820659971305596	0.1785191020685276	4063
100254_67	100254	3339	9	25.20828247890045	0.9677187948350072	0.1684361207329966	9671
100254_7	100254	3487	14	33.30714478555254	0.9791965566714492	0.1659307639189465	5793
100254_75	100254	3356	5	25.84065353811262	0.9799139167862266	0.1657400766187801	10114
100254_9	100254	3941	32	127.0663807404898	0.9913916786226684	0.1823191619096197	6789
100254_99	100254	3531	9	24.252674040372284	0.9626972740315638	0.1832934699243613	1291
100259_1	100259	2719	18	10.020162517131034	0.9772554965883244	0.1674818873123859	41176
100259_4	100259	2594	15	10.898754400931622	0.974981046247157	0.1924500971116643	11627
100259_6	100259	2593	13	12.760171732085508	0.9772554965883244	0.1637247024101585	6557
100262_0	100262	3345	16	25.36602562825052	0.9823196605374824	0.2025143224139785	6922
100262_1	100262	4187	9	9.151190720089025	0.973833097595474	0.2196329918373827	6919
100262_10	100262	3042	53	16.817337000662192	0.958981612446959	0.2140773030369789	1345
100262_11	100262	3723	16	10.203178770936663	0.9653465346534652	0.2271902860955567	1187
100262_25	100262	3628	8	6.52455650869466	0.9603960396039604	0.218318161464267	1857
100262_4	100262	3160	10	8.71121527255401	0.9731258840169732	0.2161968441887458	903
100262_6	100262	3143	15	16.74426684370167	0.9851485148514852	0.2075404210586282	1375
100262_7	100262	3117	10	10.11178253942976	0.975954738330976	0.2107125894710773	940
100262_8	100262	3158	13	13.097009299947086	0.9710042432814712	0.2122394884769665	446
100263_1	100263	2864	24	13.038183438837596	0.9646079111727968	0.2049383951535446	11988
100265_3	100265	3614	9	36.78561967612143	0.9652686762778506	0.1174141209889683	106103
100265_8	100265	3671	14	69.9833498193316	0.9600262123197904	0.1234832126115136	85737
100271_0	100271	3409	9	61.92058162091251	0.9854651162790696	0.185304585299637	1922
100271_1	100271	3192	13	56.90389205348508	0.9796511627906976	0.1799124135396995	1945
100271_10	100271	2961	3	16.095131108288783	0.9571220930232558	0.1758735534945355	2033
100271_12	100271	3175	9	37.92514113726759	0.9622093023255814	0.1766714187914026	1881
100271_16	100271	4314	7	21.99381718023256	0.9563953488372092	0.2043865440504213	1899
100271_17	100271	3668	4	19.994993861130563	0.9527616279069768	0.187932974760674	1605
100271_2	100271	3003	5	33.59550224884058	0.965843023255814	0.1752027299299174	2057
100271_21	100271	3028	1	14.98102543467039	0.9571220930232558	0.1802840984510834	1892
100271_24	100271	3360	2	35.778787400359136	0.9781976744186046	0.1776500961293995	1511
100271_4	100271	4362	10	80.32753152178383	0.994186046511628	0.2105376968343812	1217
100271_44	100271	3227	18	53.97104110701753	0.9607558139534884	0.1801358289336613	146
100271_54	100271	3193	8	16.631085942291957	0.9585755813953488	0.1835391407147031	1186
100271_8	100271	4355	16	184.34035071603543	0.9956395348837208	0.1955274337851284	1726
100272_0	100272	4327	12	178.52232828913344	0.9978813559322034	0.2362000966264001	72488
100272_1	100272	2993	22	1091.4708190584652	0.9989406779661016	0.1610891816444995	73467
100278_0	100278	2443	10	25.706957301517804	0.9886831275720164	0.12964677784324	65813
100278_12	100278	2607	6	5.380840167344935	0.9917695473251028	0.1484491222063725	62852
100278_2	100278	2496	9	3.629834403120806	0.9619341563786008	0.1525306390415387	63350
100278_22	100278	2500	4	2.351165770786925	0.9578189300411524	0.1645202559691463	53993
100278_3	100278	2646	9	5.706692726357579	0.9783950617283952	0.1606694698043877	18939
100280_1	100280	2141	20	9.245245122550338	0.976882923191648	0.1570598073382193	56888
100280_13	100280	2010	14	6.890562217041032	0.9604772557792692	0.1684312337201161	57291
100280_5	100280	2139	11	13.93651507770602	0.9917971662938104	0.1449830165458993	3484
100282_0	100282	2694	12	22.821199036993843	0.9840966921119592	0.1561056291801437	68165
100282_1	100282	2845	20	168.41522405688292	1.0	0.1513676874975265	68420
100282_3	100282	2681	3	10.73058185357094	0.9783715012722646	0.1582879682009813	46399
100282_8	100282	2750	5	17.851954463263585	0.9802798982188295	0.1569484987919912	18321
100289_0	100289	2720	3	13.873919013886615	0.9992	0.1572701881360177	83150
100289_1	100289	2814	5	24.721492271348325	1.0	0.1574371208714018	83433
100289_10	100289	2793	10	21.446246337348047	0.9992	0.1645352372827985	83151
100289_6	100289	2835	2	12.467065760107628	1.0	0.1695473285201962	83049
100296_1	100296	1635	2	4.557911862439845	0.9960707269155208	0.1844685373372096	20903
100303_6	100303	1747	3	9.015654020136544	0.9864541832669322	0.1315777518654812	110295
100344_15	100344	2443	10	21.919393801351458	0.9928698752228164	0.1653914393079611	41903
100344_3	100344	2437	28	19.255168225549298	0.999108734402852	0.1621663098799851	12047
100344_4	100344	2609	32	30.303006763894423	1.0	0.1517657650042278	35951
100362_1	100362	3510	8	122.72860618574988	0.9975308641975308	0.1778672202910411	82721
100362_10	100362	3306	12	31.787749631788085	0.9958847736625516	0.1857396494467387	83462
100362_18	100362	3098	6	3.8013585345813694	0.959670781893004	0.1987378871832928	83446
100362_2	100362	3555	21	161.95362382235493	0.9983539094650206	0.1801968449042519	82948
100362_24	100362	3461	21	64.14806843086782	0.9975308641975308	0.1841200822193592	83462
100362_25	100362	3203	8	51.56515950246736	0.9967078189300412	0.1780822521410511	6219
100362_3	100362	3268	4	8.21981025305899	0.974485596707819	0.2058454497918677	17348
100362_4	100362	3333	10	22.582075791572688	0.9958847736625516	0.18501346822765	81685
100362_5	100362	3212	9	4.765325670441033	0.968724279835391	0.2022699655977699	75132
100362_56	100362	3523	7	11.42233481252148	0.9876543209876544	0.1833911432575368	8883
100362_64	100362	3420	3	14.803221343168085	0.994238683127572	0.1801250509851311	36856
100362_7	100362	3407	6	34.183489725749986	0.9975308641975308	0.1739369836662089	82270
100369_0	100369	2096	1	3.0898358627870697	0.9559800664451829	0.1917198353598819	47134
100369_1	100369	2631	11	14.66222571905043	0.9867109634551496	0.179949488972341	62363
100370_1	100370	3298	14	10.954786005635816	0.9792263610315186	0.1957784839118203	33912
100370_4	100370	3926	4	6.982539191353588	0.9820916905444126	0.2400864517502971	2832
100404_0	100404	2166	21	21.67643911416736	0.984126984126984	0.1458909663800673	54901
100404_1	100404	2180	20	55.39689578430163	0.9911816578483243	0.1401103677983581	54663
100404_14	100404	2034	9	10.582950264588549	0.9788359788359788	0.1468567391804972	42692
100404_17	100404	2078	4	6.1649781641345385	0.980599647266314	0.1562817798804229	45602
100404_19	100404	1989	4	3.956641948987347	0.95326278659612	0.1585066945677203	28493
100404_23	100404	2012	15	15.441290164825512	0.9770723104056436	0.1468274051915339	53909
100404_26	100404	1952	11	5.623529812335221	0.955026455026455	0.1592297669736544	50975
100404_28	100404	2006	8	10.063463796126772	0.9717813051146384	0.1387655762037602	46587
100404_3	100404	2134	17	31.02227456757072	0.9876543209876544	0.139746735077598	25212
100404_32	100404	1919	6	5.833855673567623	0.9585537918871252	0.1497200595142682	54569
100404_49	100404	2113	9	21.299963577029583	0.9858906525573192	0.1453800053075397	43046
