"mgen_id	mgen_group_id"
"HSM6XRS6_G111774	hmp2"
"HSM6XRS8_G111829	hmp2"
"HSM6XRSE_G111782	hmp2"
"HSM7CYZ5_G111747	hmp2"
"HSM7CYZ7_G110480	hmp2"
"HSM7CYZ9_G111749	hmp2"
"HSM7CYZB_G111769	hmp2"
"HSM7CYZD_G111742	hmp2"
"HSM7CYZF_G111781	hmp2"
"HSM7J4QB_G111787	hmp2"
"HSM7J4QD_G111806	hmp2"
"HSM7J4QF_G110499	hmp2"
"HSM7J4QH_G111744	hmp2"
"HSM7J4QJ_G110494	hmp2"
"HSM7J4QL_G111743	hmp2"
"HSM5MD6Q_G111818	hmp2"
"HSM5MD6W_G110533	hmp2"
"HSM67VF3_G110553	hmp2"
"HSM7CYXE_G111813	hmp2"
"HSM7CYXG_G111777	hmp2"
"HSM7CYXI_G110490	hmp2"
"HSM7CYXO_G111815	hmp2"
"HSM7J4I3_G110498	hmp2"
"HSM7J4KO_G111817	hmp2"
"HSM7J4KQ_G110506	hmp2"
"HSM6XRQB_G110544	hmp2"
"HSM67VHK_G111819	hmp2"
"HSM6XRQI_G110511	hmp2"
"HSM6XRQK_G110515	hmp2"
"HSM6XRQM_G110536	hmp2"
"HSM6XRQO_G110561	hmp2"
"HSM67VF9_G110552	hmp2"
"HSM67VFD_G110467	hmp2"
"HSM67VFF_G111802	hmp2"
"HSM67VFH_G111741	hmp2"
"HSM67VFJ_G110489	hmp2"
"HSM7CYY3_G111766	hmp2"
"HSM7CYY5_G111794	hmp2"
"HSM7CYY7_G110483	hmp2"
"HSM7CYYD_G110497	hmp2"
"HSM7CYY9_G110503	hmp2"
"HSM7CYYB_G110505	hmp2"
"HSM6XRQS_G111809	hmp2"
"HSM6XRQU_G110529	hmp2"
"HSM6XRQW_G110532	hmp2"
"HSM6XRQY_G111830	hmp2"
"HSM67VFR_G110520	hmp2"
"HSM7CYYF_G111786	hmp2"
"HSM7CYYH_G110487	hmp2"
"HSM7CYYP_G111779	hmp2"
"HSM7J4LD_G110502	hmp2"
"HSM7J4LF_G111790	hmp2"
"HSM7J4LH_G110495	hmp2"
"HSM7J4LN_G110507	hmp2"
"HSM6XRR5_G110509	hmp2"
"HSM6XRR7_G110513	hmp2"
"HSM6XRR9_G111783	hmp2"
"HSM6XRRB_G110560	hmp2"
"HSM6XRRD_G111832	hmp2"
"HSM6XRUX_G111823	hmp2"
"HSM6XRUZ_G111824	hmp2"
"HSM6XRV2_G111755	hmp2"
"HSM6XRV4_G110479	hmp2"
"HSM6XRV6_G110470	hmp2"
"HSM6XRV8_G110475	hmp2"
"HSM7J4PC_G111760	hmp2"
"HSM7J4PE_G111785	hmp2"
"HSM7J4PG_G111805	hmp2"
"HSM7J4PI_G110485	hmp2"
"HSM7J4PK_G110501	hmp2"
"HSM7J4PM_G110318	hmp2"
"HSM7J4M4_G111799	hmp2"
"HSM7J4M6_G111761	hmp2"
"HSM7J4M8_G110300	hmp2"
"HSM7J4MA_G110322	hmp2"
"HSM7J4MC_G110334	hmp2"
"HSM7J4ME_G110336	hmp2"
"HSM6XRR3_G111801	hmp2"
"HSM67VCZ_G110357	hmp2"
"HSM67VD2_G110359	hmp2"
"HSM67VD4_G110366	hmp2"
"HSM67VD6_G110360	hmp2"
"HSM67VHB_G110362	hmp2"
"HSM67VHD_G110356	hmp2"
"HSM67VHF_G110284	hmp2"
"HSM67VHH_G111767	hmp2"
"HSM67VHJ_G110282	hmp2"
"HSM6XRUV_G111750	hmp2"
"HSM7J4PO_G110291	hmp2"
"HSM7J4PQ_G110287	hmp2"
"HSM7J4PS_G110286	hmp2"
"HSM7J4PU_G111788	hmp2"
"HSM7J4PW_G110311	hmp2"
"HSM7J4PY_G110317	hmp2"
"HSM7J4IO_G110298	hmp2"
"HSM7J4IP_G110303	hmp2"
"HSM7J4IQ_G110306	hmp2"
"HSM7J4IR_G110308	hmp2"
"HSM7J4IS_G110329	hmp2"
"HSM67VEO_G110358	hmp2"
"HSM67VEQ_G111827	hmp2"
"HSM67VES_G110368	hmp2"
"HSM67VEU_G110361	hmp2"
"HSM67VEW_G111791	hmp2"
"HSM7CYZJ_G110363	hmp2"
"HSM7CYZL_G111740	hmp2"
"HSM7CYZR_G111748	hmp2"
"HSM7J4RE_G111780	hmp2"
"HSM7J4G1_G110310	hmp2"
"HSM7J4G8_G111770	hmp2"
"HSM7J4IU_G111807	hmp2"
"HSM7J4IW_G111772	hmp2"
"HSM6XRUL_G110364	hmp2"
"HSM6XRUN_G110367	hmp2"
"HSM6XRUR_G110354	hmp2"
"HSM6XRQ8_G110353	hmp2"
"HSM7CZ16_G111828	hmp2"
"HSM7CZ18_G111784	hmp2"
"HSM7CZ1A_G110283	hmp2"
"HSM7CZ1C_G111751	hmp2"
"HSM7CZ1E_G111739	hmp2"
"HSM7CZ1G_G111778	hmp2"
"HSM7J4HA_G111797	hmp2"
"HSM7J4HC_G110369	hmp2"
"HSM7J4HE_G111762	hmp2"
"HSM7J4HG_G111808	hmp2"
"HSM7J4HI_G111752	hmp2"
"HSM7J4HK_G111798	hmp2"
"HSM7J4KC_G110321	hmp2"
"HSM7J4KG_G111763	hmp2"
"HSM7J4KI_G111754	hmp2"
"HSM7J4KK_G110324	hmp2"
"HSM7J4KM_G111745	hmp2"
"HSM67VDT_G111833	hmp2"
"HSM67VI3_G110365	hmp2"
"HSM67VI5_G111821	hmp2"
"HSM67VI7_G111825	hmp2"
"HSM67VI9_G110355	hmp2"
"HSM67VIB_G110280	hmp2"
"HSM7CZ24_G111758	hmp2"
"HSM7CZ26_G111795	hmp2"
"HSM7CZ28_G111759	hmp2"
"HSM7CZ2A_G111757	hmp2"
"HSM7CZ2E_G111796	hmp2"
"HSM7J4HW_G111771	hmp2"
"HSM7J4HY_G111753	hmp2"
"HSM7J4I5_G110320	hmp2"
"HSM7J4I7_G111816	hmp2"
"HSM7J4I9_G111789	hmp2"
"HSM7J4O1_G111890	hmp2"
"HSM7J4NY_G110337	hmp2"
"HSM7J4O3_G110339	hmp2"
"HSM7J4O5_G111895	hmp2"
"HSM7J4O7_G111881	hmp2"
"HSM7J4O9_G110327	hmp2"
"HSM7CZ1V_G110281	hmp2"
"HSM7CZ1Z_G110292	hmp2"
"HSM7CZ22_G111845	hmp2"
"HSM7J4GP_G111875	hmp2"
"HSM7J4GR_G110315	hmp2"
"HSM7J4NC_G111854	hmp2"
"HSM7J4NE_G110331	hmp2"
"HSM7J4NM_G111889	hmp2"
"HSMA33O1_G111883	hmp2"
"HSMA33O3_G110344	hmp2"
"HSM67VID_G111866	hmp2"
"HSM67VIF_G111856	hmp2"
"HSM67VIL_G110294	hmp2"
"HSM7J4GD_G110313	hmp2"
"HSM7J4MY_G110305	hmp2"
"HSM7J4N4_G110335	hmp2"
"HSM7J4N6_G110342	hmp2"
"HSM7J4N8_G111888	hmp2"
"HSM7J4NA_G111880	hmp2"
"HSM7CZ2Z_G110289	hmp2"
"HSM7CZ32_G110293	hmp2"
"HSM7CZ36_G110288	hmp2"
"HSM7CZ38_G110309	hmp2"
"HSM7J4L5_G110297	hmp2"
"HSM7J4L9_G110307	hmp2"
"HSM7J4ON_G111892	hmp2"
"HSM7J4OP_G110328	hmp2"
"HSM7J4OT_G110326	hmp2"
"HSM7J4OV_G111896	hmp2"
"HSM7J4OX_G111902	hmp2"
"HSMA33JZ_G111905	hmp2"
"HSM7CZ3A_G110290	hmp2"
"HSM7CZ3C_G110295	hmp2"
"HSM7CZ3E_G110285	hmp2"
"HSM7CZ3G_G111873	hmp2"
"HSM7J4PA_G111876	hmp2"
"HSM7J4MK_G110301	hmp2"
"HSM7J4OB_G111894	hmp2"
"HSM7J4OE_G110341	hmp2"
"HSM7J4OL_G111903	hmp2"
"HSMA33JB_G110350	hmp2"
"HSMA33JD_G110348	hmp2"
"HSM7J4Q1_G111865	hmp2"
"HSM7J4Q7_G111867	hmp2"
"HSM7J4Q9_G111877	hmp2"
"HSM7J4MS_G110316	hmp2"
"HSM7J4MW_G111870	hmp2"
"HSM7J4IC_G110304	hmp2"
"HSM7J4OZ_G110330	hmp2"
"HSM7J4P2_G111887	hmp2"
"HSMA33MV_G111901	hmp2"
"HSMA33JN_G111904	hmp2"
"HSMA33JP_G111908	hmp2"
"HSMA33JR_G110352	hmp2"
"HSM7J4HM_G110370	hmp2"
"HSM7J4HO_G110312	hmp2"
"HSM7J4HQ_G110314	hmp2"
"HSM7J4HS_G110319	hmp2"
"HSM7J4HU_G110299	hmp2"
"HSM7J4JZ_G110302	hmp2"
"HSM7J4K2_G110323	hmp2"
"HSM7J4K4_G110333	hmp2"
"HSM7J4K6_G110338	hmp2"
"HSM7J4K8_G110340	hmp2"
"HSM7J4KA_G110325	hmp2"
"HSMA33OP_G111884	hmp2"
"HSMA33OR_G110345	hmp2"
"HSMA33OT_G110346	hmp2"
"HSMA33OV_G110351	hmp2"
"HSMA33OX_G111907	hmp2"
"HSMA33OZ_G110349	hmp2"
"HSMA33MA_G110277	hmp2"
"HSMA33MC_G111851	hmp2"
"HSMA33ME_G110278	hmp2"
"HSMA33MG_G110279	hmp2"
"HSMA33MI_G111838	hmp2"
"HSMA33MK_G110275	hmp2"
"HSM7J4J7_G110296	hmp2"
"HSM7J4J9_G111871	hmp2"
"HSM7J4JD_G110332	hmp2"
"HSM7J4JF_G111891	hmp2"
"HSMA33NA_G110343	hmp2"
"HSMA33NC_G111882	hmp2"
"HSMA33KE_G110347	hmp2"
"HSMA33KM_G111874	hmp2"
"HSMA33KO_G111844	hmp2"
"HSMA33PX_G111839	hmp2"
"HSMA33PZ_G110276	hmp2"
"HSMA33Q6_G110376	hmp2"
"HSM7J4LP_G110408	hmp2"
"HSM7J4JH_G110411	hmp2"
"HSM7J4JJ_G110413	hmp2"
"HSM7J4JN_G110434	hmp2"
"HSM7J4JP_G111893	hmp2"
"HSMA33NO_G110425	hmp2"
"HSMA33NQ_G110427	hmp2"
"HSMA33KQ_G111906	hmp2"
"HSMA33KS_G111911	hmp2"
"HSMA33KU_G110391	hmp2"
"HSMA33L1_G110386	hmp2"
"HSMA33PL_G110387	hmp2"
"HSMA33PN_G111840	hmp2"
"HSM7J4NO_G110432	hmp2"
"HSM7J4NS_G110436	hmp2"
"HSM7J4NU_G110421	hmp2"
"HSMA33OD_G110438	hmp2"
"HSMA33OJ_G110390	hmp2"
"HSMA33OL_G111853	hmp2"
"HSMA33LX_G111847	hmp2"
"HSMA33LZ_G111849	hmp2"
"HSMA33M2_G110371	hmp2"
"HSMA33M8_G110377	hmp2"
"HSMA33MX_G111886	hmp2"
"HSMA33MZ_G110423	hmp2"
"HSMA33N4_G111897	hmp2"
"HSMA33IO_G111909	hmp2"
"HSMA33IS_G111858	hmp2"
"HSMA33RD_G110374	hmp2"
"HSMA33RF_G110378	hmp2"
"HSMA33IE_G110422	hmp2"
"HSMA33IG_G111898	hmp2"
"HSMA33IK_G110444	hmp2"
"HSMA33LP_G111852	hmp2"
"HSMA33QY_G110384	hmp2"
"HSMA33R1_G111841	hmp2"
"HSMA33R5_G110373	hmp2"
"HSMA33R7_G111859	hmp2"
"HSMA33R9_G111842	hmp2"
"HSMA33S4_G111836	hmp2"
"HSMA33NW_G111879	hmp2"
"HSMA33P6_G110437	hmp2"
"HSMA33IA_G110439	hmp2"
"HSMA33IC_G110445	hmp2"
"HSMA33LB_G110385	hmp2"
"HSMA33LH_G110389	hmp2"
"HSMA33LH_TR_H4044C12_MGX	hmp2"
"HSMA33LJ_G110383	hmp2"
"HSMA33RR_G111835	hmp2"
"HSMA33RT_G110379	hmp2"
"HSMA33RX_G110382	hmp2"
"HSMA33RX_TR_H4044C21_MGX	hmp2"
"HSMA33NY_G111885	hmp2"
"HSMA33J3_G110443	hmp2"
"HSMA33J5_G110446	hmp2"
"HSMA33J7_G111910	hmp2"
"HSMA33J9_G111850	hmp2"
"HSMA33MS_G110388	hmp2"
"HSMA33QM_G111848	hmp2"
"HSMA33QO_G110372	hmp2"
"HSMA33SE_G111837	hmp2"
"HSMA33SG_G110380	hmp2"
"HSMA33SI_G110381	hmp2"
"HSMA33SK_G110375	hmp2"
"MSM5LLDI_G109894	hmp2"
"MSM5LLDK_G109895	hmp2"
"MSM5LLDM_G109893	hmp2"
"MSM5LLDQ_G109891	hmp2"
"MSM5LLDS_G109979	hmp2"
"MSM5LLDU_G109892	hmp2"
"MSM5LLDC_G109984	hmp2"
"MSM5LLDE_G110752	hmp2"
"MSM5LLDA_G109959	hmp2"
"MSM6J2LB_G109967	hmp2"
"MSM5LLGL_G110750	hmp2"
"MSM6J2IQ_G109985	hmp2"
"MSM6J2IY_G110742	hmp2"
"MSM6J2J1_G110726	hmp2"
"MSM6J2QR_G109952	hmp2"
"MSM5LLEP_G109983	hmp2"
"MSM5LLER_G110747	hmp2"
"MSM6J2LT_G110743	hmp2"
"MSM6J2J3_G109986	hmp2"
"MSM6J2J5_G109960	hmp2"
"MSM6J2JB_G110740	hmp2"
"MSM6J2JD_G109941	hmp2"
"MSM6J2PK_G109970	hmp2"
"MSM6J2PM_G110737	hmp2"
"MSM6J2HB_G109982	hmp2"
"MSM6J2HD_G110751	hmp2"
"MSM6J2HF_G110745	hmp2"
"MSM6J2HH_G110748	hmp2"
"MSM6J2HJ_G110738	hmp2"
"MSM6J2HL_G110741	hmp2"
"MSM6J2OH_G110727	hmp2"
"MSM6J2OJ_G110744	hmp2"
"MSM6J2OL_G110753	hmp2"
"MSM6J2ON_G110754	hmp2"
"MSM6J2OP_G109973	hmp2"
"MSM79HEA_G110664	hmp2"
"MSM5LLHC_G109955	hmp2"
"MSM6J2KC_G109957	hmp2"
"MSM6J2KE_G109964	hmp2"
"MSM6J2KM_G109944	hmp2"
"MSM6J2R2_G109953	hmp2"
"MSM6J2R8_G109968	hmp2"
"MSM6J2RA_G110736	hmp2"
"MSM6J2RC_G109901	hmp2"
"MSM6J2IE_G109981	hmp2"
"MSM6J2IG_G110746	hmp2"
"MSM6J2II_G110749	hmp2"
"MSM6J2IK_G110739	hmp2"
"MSM6J2IM_G110725	hmp2"
"MSM6J2IO_G109943	hmp2"
"MSM6J2Q3_G109951	hmp2"
"MSM6J2Q5_G111283	hmp2"
"MSM6J2Q7_G111281	hmp2"
"MSM6J2Q9_G111290	hmp2"
"MSM6J2QB_G111303	hmp2"
"MSM6J2QD_G109975	hmp2"
"MSM79H63_G111337	hmp2"
"MSM79H65_G111338	hmp2"
"MSM79H67_G111330	hmp2"
"MSM79H69_G111363	hmp2"
"MSM79H6B_G111327	hmp2"
"MSM5LLF4_G109956	hmp2"
"MSM5LLF6_G111293	hmp2"
"MSM5LLF8_G111300	hmp2"
"MSM6J2LH_G111298	hmp2"
"MSM6J2LJ_G109942	hmp2"
"MSM6J2LL_G109950	hmp2"
"MSM6J2LN_G111296	hmp2"
"MSM6J2LR_G111289	hmp2"
"MSM6J2MB_G109969	hmp2"
"MSM6J2MD_G111302	hmp2"
"MSM6J2MF_G111285	hmp2"
"MSM6J2MH_G109896	hmp2"
"MSM6J2MJ_G109902	hmp2"
"MSM6J2ML_G111341	hmp2"
"MSM79HBN_G111348	hmp2"
"MSM79HBP_G111353	hmp2"
"MSM79HBR_G111344	hmp2"
"MSM79HBT_G111350	hmp2"
"MSM79HBV_G111369	hmp2"
"MSM6J2HN_G111292	hmp2"
"MSM6J2HP_G109958	hmp2"
"MSM6J2HR_G109965	hmp2"
"MSM6J2HT_G109949	hmp2"
"MSM6J2QL_G111295	hmp2"
"MSM6J2QH_G109976	hmp2"
"MSM6J2QP_G109977	hmp2"
"MSM6J2QJ_G111287	hmp2"
"MSM6J2QF_G109947	hmp2"
"MSM79H5Q_G109903	hmp2"
"MSM79H5U_G111356	hmp2"
"MSM79H5Y_G109913	hmp2"
"MSM79H5S_G111329	hmp2"
"MSM79HAH_G109918	hmp2"
"MSM6J2JN_G109961	hmp2"
"MSM6J2JP_G109972	hmp2"
"MSM6J2JR_G109940	hmp2"
"MSM6J2JT_G111308	hmp2"
"MSM6J2LV_G109978	hmp2"
"MSM6J2SE_G109971	hmp2"
"MSM6J2SI_G111284	hmp2"
"MSM6J2SK_G109899	hmp2"
"MSM79HES_G111342	hmp2"
"MSM79HEU_G109909	hmp2"
"MSM79HEW_G111349	hmp2"
"MSM79HEY_G109923	hmp2"
"MSM79HB6_G109928	hmp2"
"MSM6J2JZ_G109962	hmp2"
"MSM6J2K2_G109963	hmp2"
"MSM6J2K4_G111301	hmp2"
"MSM6J2K6_G109948	hmp2"
"MSM6J2K8_G111299	hmp2"
"MSM6J2KA_G111297	hmp2"
"MSM6J2RK_G111294	hmp2"
"MSM6J2RM_G111286	hmp2"
"MSM6J2RO_G109966	hmp2"
"MSM6J2RQ_G111291	hmp2"
"MSM6J2RU_G111304	hmp2"
"MSM6J2RS_G109945	hmp2"
"MSM79H6D_G111339	hmp2"
"MSM79H6F_G109904	hmp2"
"MSM79H6J_G111355	hmp2"
"MSM79H6H_G111358	hmp2"
"MSM79H6L_G111360	hmp2"
"MSM79H6N_G111354	hmp2"
"MSM79H9Y_G109910	hmp2"
"MSM79HA1_G111328	hmp2"
"MSM79HA3_G109927	hmp2"
"MSM79HA7_G111366	hmp2"
"MSM6J2PO_G111288	hmp2"
"MSM6J2PS_G109946	hmp2"
"MSM6J2PU_G109897	hmp2"
"MSM6J2PW_G111340	hmp2"
"MSM79HC4_G109907	hmp2"
"MSM79HC8_G109922	hmp2"
"MSM79H7O_G109916	hmp2"
"MSM79H7Q_G109920	hmp2"
"MSM79H7W_G111322	hmp2"
"MSM79H7Y_G109933	hmp2"
"MSM9VZNH_G109935	hmp2"
"MSM9VZNH_TR_M2047C20_MGX	hmp2"
"MSM9VZNL_G109930	hmp2"
"MSM6J2Q1_G109954	hmp2"
"MSM6J2LW_G111282	hmp2"
"MSM6J2LY_G111280	hmp2"
"MSM6J2M3_G109980	hmp2"
"MSM79HBL_G111346	hmp2"
"MSM79HFW_G111351	hmp2"
"MSM79HFY_G109924	hmp2"
"MSM79H6Y_G111367	hmp2"
"MSM79HBB_G109929	hmp2"
"MSM79H54_G109900	hmp2"
"MSM79H58_G111347	hmp2"
"MSM79H5A_G111364	hmp2"
"MSM79H9A_G109908	hmp2"
"MSM79H9C_G111352	hmp2"
"MSM79H9G_G109915	hmp2"
"MSM79H9K_G109917	hmp2"
"MSM9VZF7_G111323	hmp2"
"MSM9VZFF_G109936	hmp2"
"MSM9VZFH_G111320	hmp2"
"MSM9VZPT_G111318	hmp2"
"MSM79H5E_G109974	hmp2"
"MSM79H5G_G109898	hmp2"
"MSM79H5K_G109905	hmp2"
"MSM79H5M_G111357	hmp2"
"MSM79H9M_G109912	hmp2"
"MSM79H9Q_G109926	hmp2"
"MSM79H9W_G109919	hmp2"
"MSM9VZGO_G109934	hmp2"
"MSM9VZGS_G111310	hmp2"
"MSM9VZGU_G111321	hmp2"
"MSM9VZLJ_G109931	hmp2"
"MSM9VZHB_G109939	hmp2"
"MSM9VZHF_G109906	hmp2"
"MSM79HF3_G111345	hmp2"
"MSM79HF5_G109914	hmp2"
"MSM79HF7_G111362	hmp2"
"MSM79HF9_G109911	hmp2"
"MSM79HF9_TR_M2064C5_MGX	hmp2"
"MSM79HFB_G111368	hmp2"
"MSM79HAJ_G109925	hmp2"
"MSM79HAL_G109921	hmp2"
"MSM79HAN_G111359	hmp2"
"MSM79HAT_G111370	hmp2"
"MSM79HAR_G111314	hmp2"
"MSM9VZLL_G111316	hmp2"
"MSM9VZLN_G109937	hmp2"
"MSM9VZLP_G109938	hmp2"
"MSM9VZLR_G111319	hmp2"
"MSM9VZLV_G109932	hmp2"
"MSM9VZLT_G110267	hmp2"
"MSMA26ER_G111305	hmp2"
"MSMA26ET_G110202	hmp2"
"MSMA26EZ_G111334	hmp2"
"MSMA2688_G111326	hmp2"
"MSM79HDK_G111343	hmp2"
"MSM79HDM_G110214	hmp2"
"MSM79HDO_G111371	hmp2"
"MSM79HDQ_G110229	hmp2"
"MSM79HDQ_TR_M2068C5_MGX	hmp2"
"MSM79HDS_G111373	hmp2"
"MSM79HDU_G111372	hmp2"
"MSM79H98_G111374	hmp2"
"MSM9VZEK_G110224	hmp2"
"MSM9VZEK_TR_M2068C9_MGX	hmp2"
"MSM9VZEM_G111313	hmp2"
"MSM9VZEO_G111311	hmp2"
"MSM9VZEQ_G111312	hmp2"
"MSM9VZES_G110253	hmp2"
"MSM7J16J_G110238	hmp2"
"MSM7J16L_G111309	hmp2"
"MSM7J16N_G111317	hmp2"
"MSM7J16P_G111307	hmp2"
"MSM7J16R_G111306	hmp2"
"MSM9VZJB_G110274	hmp2"
"MSMA26AL_G111336	hmp2"
"MSMA26AN_G111335	hmp2"
"MSMA26AP_G111331	hmp2"
"MSMA26AR_G111332	hmp2"
"MSMA26AT_G111325	hmp2"
"MSM79HBZ_G111361	hmp2"
"MSM79HDA_G110216	hmp2"
"MSM79HDC_G110228	hmp2"
"MSM79HDE_G110231	hmp2"
"MSM79HDG_G110233	hmp2"
"MSM79HDG_TR_M2069C6_MGX	hmp2"
"MSM79HDI_G110220	hmp2"
"MSM9VZEU_G110222	hmp2"
"MSM9VZEW_G110226	hmp2"
"MSM9VZEY_G110248	hmp2"
"MSM9VZF1_G110249	hmp2"
"MSM9VZF3_G110257	hmp2"
"MSM9VZF5_G110237	hmp2"
"MSM9VZOY_G110239	hmp2"
"MSM9VZOU_G110255	hmp2"
"MSM9VZOW_G110256	hmp2"
"MSM9VZOS_G110266	hmp2"
"MSM9VZP1_G110272	hmp2"
"MSM9VZP3_G110263	hmp2"
"MSMA26EH_G110213	hmp2"
"MSMA26EJ_G110212	hmp2"
"MSMA26EL_G110206	hmp2"
"MSMA26EN_G111333	hmp2"
"MSMA26EP_G110203	hmp2"
"MSM79H7C_G110217	hmp2"
"MSM79H7E_G110219	hmp2"
"MSM79H7M_G110246	hmp2"
"MSM79H7G_G110244	hmp2"
"MSMA26AX_G110211	hmp2"
"MSMA26AZ_G110198	hmp2"
"MSMA26AZ_TR_M2071C8_MGX	hmp2"
"MSMA26AV_G110204	hmp2"
"MSMB4LZ4_G110187	hmp2"
"MSM79HCG_G111365	hmp2"
"MSM79HCI_G110215	hmp2"
"MSM79HCK_G110227	hmp2"
"MSM79HCP_G110230	hmp2"
"MSM79HCR_G110232	hmp2"
"MSM79H81_G110218	hmp2"
"MSM79H83_G110221	hmp2"
"MSM79H85_G111324	hmp2"
"MSM79H87_G110245	hmp2"
"MSM79H89_G111315	hmp2"
"MSM79H8B_G110063	hmp2"
"MSM9VZOG_G110235	hmp2"
"MSM9VZOI_G110072	hmp2"
"MSM9VZOK_G110240	hmp2"
"MSM9VZOM_G110065	hmp2"
"MSM9VZOO_G110057	hmp2"
"MSM9VZOQ_G110269	hmp2"
"MSM9VZHJ_G110273	hmp2"
"MSM9VZHL_G110014	hmp2"
"MSM9VZHN_G110209	hmp2"
"MSM9VZHP_G110018	hmp2"
"MSM9VZHR_G110032	hmp2"
"MSM9VZHT_G110200	hmp2"
"MSM79H8D_G110223	hmp2"
"MSM79H8F_G110034	hmp2"
"MSM79H8H_G110069	hmp2"
"MSM79H8L_G110243	hmp2"
"MSM79H8N_G110076	hmp2"
"MSM9VZJZ_G110242	hmp2"
"MSM9VZGW_G110016	hmp2"
"MSM9VZGY_G110197	hmp2"
"MSM9VZH7_G110009	hmp2"
"MSMAPC7J_G110180	hmp2"
"MSM9VZMA_G110251	hmp2"
"MSM9VZMA_TR_M2077C2_MGX	hmp2"
"MSM9VZME_G110073	hmp2"
"MSM9VZMC_G110074	hmp2"
"MSM9VZMI_G110265	hmp2"
"MSM9VZHX_G110208	hmp2"
"MSM9VZHZ_G110011	hmp2"
"MSM9VZI2_G110205	hmp2"
"MSM9VZI6_G110207	hmp2"
"MSMAPC7P_G109991	hmp2"
"MSMAPC7R_G110182	hmp2"
"MSMAPC7T_G110183	hmp2"
"MSMB4LZC_G110185	hmp2"
"MSM9VZFL_G110225	hmp2"
"MSM9VZFN_G110033	hmp2"
"MSM9VZFR_G110252	hmp2"
"MSM9VZFT_G110075	hmp2"
"MSM9VZKC_G110259	hmp2"
"MSM9VZKE_G110260	hmp2"
"MSM9VZKI_G110264	hmp2"
"MSMA26BN_G110030	hmp2"
"MSMA26BR_G110194	hmp2"
"MSMA26BT_G110004	hmp2"
"MSMA26BV_G110006	hmp2"
"MSMA26BX_G110181	hmp2"
"MSMB4LZ8_G110193	hmp2"
"MSM9VZLZ_G110068	hmp2"
"MSM9VZNR_G110071	hmp2"
"MSM9VZNX_G110254	hmp2"
"MSM9VZNZ_G110064	hmp2"
"MSM9VZO2_G110056	hmp2"
"MSM9VZIM_G110271	hmp2"
"MSM9VZIO_G110077	hmp2"
"MSM9VZIQ_G110210	hmp2"
"MSM9VZIS_G110012	hmp2"
"MSM9VZIU_G110201	hmp2"
"MSM9VZIW_G110078	hmp2"
"MSMAPC55_G109992	hmp2"
"MSMAPC57_G109997	hmp2"
"MSMAPC59_G110184	hmp2"
"MSMAPC5B_G109987	hmp2"
"MSMAPC5D_G110190	hmp2"
"MSMB4LZP_G110000	hmp2"
"MSMB4LZR_G110192	hmp2"
"MSM9VZMM_G110247	hmp2"
"MSM9VZMO_G110250	hmp2"
"MSM9VZMS_G110070	hmp2"
"MSM9VZMU_G110236	hmp2"
"MSM9VZMW_G110067	hmp2"
"MSM9VZL7_G110062	hmp2"
"MSM9VZL9_G110258	hmp2"
"MSM9VZLB_G110270	hmp2"
"MSM9VZLD_G110058	hmp2"
"MSM9VZLF_G110015	hmp2"
"MSM9VZLH_G110020	hmp2"
"MSMA26BB_G110199	hmp2"
"MSMA26BD_G110079	hmp2"
"MSMA26BF_G110003	hmp2"
"MSMA26BH_G110005	hmp2"
"MSMA26BJ_G110010	hmp2"
"MSMA26BL_G109993	hmp2"
"MSMAPC6K_G110195	hmp2"
"MSMAPC6M_G110025	hmp2"
"MSMAPC6O_G109988	hmp2"
"MSMB4LZZ_G109989	hmp2"
"MSMB4LZV_G109998	hmp2"
"MSMB4LZX_G110186	hmp2"
"MSM9VZPH_G110234	hmp2"
"MSM9VZPL_G110241	hmp2"
"MSM9VZPN_G110066	hmp2"
"MSM9VZIY_G110261	hmp2"
"MSM9VZJ3_G110196	hmp2"
"MSMA26CV_G110080	hmp2"
"MSMA26CX_G110002	hmp2"
"MSMAPC6A_G110179	hmp2"
"MSMAPC6C_G109994	hmp2"
"MSMAPC6E_G109996	hmp2"
"MSMAPC6G_G110189	hmp2"
"MSMB4LXY_G110191	hmp2"
"MSMB4LYB_G110188	hmp2"
"MSM9VZL5_G110268	hmp2"
"MSMA26DM_G110262	hmp2"
"MSMA26DG_G110019	hmp2"
"MSMA26DI_G110089	hmp2"
"MSMA26DO_G110090	hmp2"
"MSMA26DK_G110001	hmp2"
"MSMAPC5H_G109995	hmp2"
"MSMAPC5L_G110088	hmp2"
"MSMB4LXW_G110085	hmp2"
"MSMB4LXS_G109999	hmp2"
"MSMB4LZK_G110083	hmp2"
"MSMA267V_G110127	hmp2"
"MSMA267X_G110017	hmp2"
"MSMA2684_G110081	hmp2"
"MSMAPC5Z_G110087	hmp2"
"MSMAPC66_G110022	hmp2"
"MSMAPC64_G110084	hmp2"
"MSMB4LYH_G110086	hmp2"
"PSM6XBQS_G111900	hmp2"
"PSM6XBQU_G110455	hmp2"
"PSM6XBQY_G110462	hmp2"
"PSM6XBQY_TR_P6005C5_MGX	hmp2"
"PSM6XBR1_G111923	hmp2"
"PSM6XBSS_G111926	hmp2"
"PSM6XBSU_G110394	hmp2"
"PSM6XBSU_TR_P6005C10_MGX	hmp2"
"PSM6XBT1_G111843	hmp2"
"PSM7J1C8_G111863	hmp2"
"PSM7J1CC_G110416	hmp2"
